NOM_ENT,Grupo quinquenal de edad,AÑO,Total,Hombres,Mujeres
Chiapas,90 a 94 años,1995,3612,1833,1779
Chiapas,90 a 94 años,2000,7712,3817,3895
Chiapas,90 a 94 años,2005,10593,5355,5238
Chiapas,90 a 94 años,2010,13513,6572,6941
Chiapas,90 a 94 años,2020,8853,4300,4553
Chiapas,85 a 89 años,1990,5934,3101,2833
Chiapas,85 a 89 años,1995,6412,3299,3113
Chiapas,85 a 89 años,2000,14768,7451,7317
Chiapas,85 a 89 años,2005,19141,9728,9413
Chiapas,85 a 89 años,2010,24678,12299,12379
Chiapas,85 a 89 años,2020,21839,10638,11201
Chiapas,80 a 84 años,1990,12562,6253,6309
Chiapas,80 a 84 años,1995,13071,6495,6576
Chiapas,80 a 84 años,2000,23858,12422,11436
Chiapas,80 a 84 años,2005,31858,16440,15418
Chiapas,80 a 84 años,2010,39750,20238,19512
Chiapas,80 a 84 años,2020,38245,19047,19198
Chiapas,75 a 79 años,1990,15980,8480,7500
Chiapas,75 a 79 años,1995,18589,9796,8793
Chiapas,75 a 79 años,2000,37597,19429,18168
Chiapas,75 a 79 años,2005,46845,24124,22721
Chiapas,75 a 79 años,2010,68500,34470,34030
Chiapas,75 a 79 años,2020,63158,31971,31187
Chiapas,70 a 74 años,1990,26198,13593,12605
Chiapas,70 a 74 años,1995,31734,16544,15190
Chiapas,70 a 74 años,2000,49327,24592,24735
Chiapas,70 a 74 años,2005,63469,31538,31931
Chiapas,70 a 74 años,2010,78922,38302,40620
Chiapas,70 a 74 años,2020,85855,43119,42736
Chiapas,65 a 69 años,1990,31946,16456,15490
Chiapas,65 a 69 años,1995,40548,20533,20015
Chiapas,65 a 69 años,2000,72099,36805,35294
Chiapas,65 a 69 años,2005,98728,48847,49881
Chiapas,65 a 69 años,2010,110499,54902,55597
Chiapas,65 a 69 años,2020,125777,62035,63742
Chiapas,60 a 64 años,1990,52373,27349,25024
Chiapas,60 a 64 años,1995,61519,31695,29824
Chiapas,60 a 64 años,2000,83843,42296,41547
Chiapas,60 a 64 años,2005,103667,51992,51675
Chiapas,60 a 64 años,2010,137559,69026,68533
Chiapas,60 a 64 años,2020,158726,77668,81058
Chiapas,55 a 59 años,1990,59003,30533,28470
Chiapas,55 a 59 años,1995,71025,36280,34745
Chiapas,55 a 59 años,2000,110635,56191,54444
Chiapas,55 a 59 años,2005,139301,69845,69456
Chiapas,55 a 59 años,2010,174407,85517,88890
Chiapas,55 a 59 años,2020,196355,94905,101450
Chiapas,50 a 54 años,1990,80547,41531,39016
Chiapas,50 a 54 años,1995,96273,49650,46623
Chiapas,50 a 54 años,2000,141959,70479,71480
Chiapas,50 a 54 años,2005,176142,86422,89720
Chiapas,50 a 54 años,2010,212924,103387,109537
Chiapas,50 a 54 años,2020,243848,117157,126691
Chiapas,5 a 9 años,1990,492534,248484,244050
Chiapas,5 a 9 años,1995,509161,257540,251621
Chiapas,5 a 9 años,2000,483372,245014,238358
Chiapas,5 a 9 años,2005,490058,248713,241345
Chiapas,5 a 9 años,2010,540459,273660,266799
Chiapas,5 a 9 años,2020,612792,308758,304034
Chiapas,45 a 49 años,1990,106102,53861,52241
Chiapas,45 a 49 años,1995,124169,62898,61271
Chiapas,45 a 49 años,2000,174699,87135,87564
Chiapas,45 a 49 años,2005,210437,102657,107780
Chiapas,45 a 49 años,2010,246620,119049,127571
Chiapas,45 a 49 años,2020,284333,135809,148524
Chiapas,40 a 44 años,1990,122305,61690,60615
Chiapas,40 a 44 años,1995,151151,76939,74212
Chiapas,40 a 44 años,2000,226620,109185,117435
Chiapas,40 a 44 años,2005,257320,121598,135722
Chiapas,40 a 44 años,2010,307983,145306,162677
Chiapas,40 a 44 años,2020,329204,156472,172732
Chiapas,35 a 39 años,1990,172594,85577,87017
Chiapas,35 a 39 años,1995,207954,102135,105819
Chiapas,35 a 39 años,2000,242588,116714,125874
Chiapas,35 a 39 años,2005,283522,132962,150560
Chiapas,35 a 39 años,2010,335370,157234,178136
Chiapas,35 a 39 años,2020,372863,174270,198593
Chiapas,30 a 34 años,1990,189068,93918,95150
Chiapas,30 a 34 años,1995,222885,109684,113201
Chiapas,30 a 34 años,2000,292960,138292,154668
Chiapas,30 a 34 años,2005,324289,150453,173836
Chiapas,30 a 34 años,2010,366537,170660,195877
Chiapas,30 a 34 años,2020,396045,184761,211284
Chiapas,25 a 29 años,1990,242845,116953,125892
Chiapas,25 a 29 años,1995,273873,131357,142516
Chiapas,25 a 29 años,2000,361994,172044,189950
Chiapas,25 a 29 años,2005,383455,179238,204217
Chiapas,25 a 29 años,2010,438019,207582,230437
Chiapas,25 a 29 años,2020,424403,198455,225948
Chiapas,20 a 24 años,1990,290946,140236,150710
Chiapas,20 a 24 años,1995,339774,163857,175917
Chiapas,20 a 24 años,2000,433517,212353,221164
Chiapas,20 a 24 años,2005,471331,230408,240923
Chiapas,20 a 24 años,2010,530233,262407,267826
Chiapas,20 a 24 años,2020,464523,223732,240791
Chiapas,15 a 19 años,1990,364776,179226,185550
Chiapas,15 a 19 años,1995,417806,206179,211627
Chiapas,15 a 19 años,2000,488791,247331,241460
Chiapas,15 a 19 años,2005,537725,271971,265754
Chiapas,15 a 19 años,2010,549896,279274,270622
Chiapas,15 a 19 años,2020,526577,262521,264056
Chiapas,100 años y más,1990,1354,662,692
Chiapas,100 años y más,1995,1074,539,535
Chiapas,100 años y más,2000,2309,1126,1183
Chiapas,100 años y más,2005,2352,1175,1177
Chiapas,100 años y más,2010,2583,1226,1357
Chiapas,100 años y más,2020,1449,651,798
Chiapas,10 a 14 años,1990,438235,222491,215744
Chiapas,10 a 14 años,1995,473016,239795,233221
Chiapas,10 a 14 años,2000,518550,261521,257029
Chiapas,10 a 14 años,2005,512440,260077,252363
Chiapas,10 a 14 años,2010,554692,280057,274635
Chiapas,10 a 14 años,2020,583132,295114,288018
Chiapas,0 a 4 años,1990,489348,246575,242773
Chiapas,0 a 4 años,1995,501668,253905,247763
Chiapas,0 a 4 años,2000,3920892,1941880,1979012
Chiapas,0 a 4 años,2005,4293459,2108830,2184629
Chiapas,0 a 4 años,2010,4796580,2352807,2443773
Chiapas,0 a 4 años,2020,574152,288911,285241
Chihuahua,No especificado,1990,32158,15953,16205
Chihuahua,No especificado,1995,8612,4416,4196
Chihuahua,No especificado,2000,329,148,181
Chihuahua,No especificado,2005,224,90,134
Chihuahua,No especificado,2010,286,113,173
Chihuahua,No especificado,2020,7639,3813,3826
Chihuahua,95 a 99 años,1990,644,247,397
Chihuahua,95 a 99 años,1995,988,428,560
Chihuahua,95 a 99 años,2000,2770,1166,1604
Chihuahua,95 a 99 años,2005,2931,1158,1773
Chihuahua,95 a 99 años,2010,3294,1383,1911
Chihuahua,95 a 99 años,2020,1477,531,946
Chihuahua,90 a 94 años,1990,1969,849,1120
Chihuahua,90 a 94 años,1995,2387,1033,1354
Chihuahua,90 a 94 años,2000,7526,3344,4182
Chihuahua,90 a 94 años,2005,8045,3564,4481
Chihuahua,90 a 94 años,2010,10184,4404,5780
Chihuahua,90 a 94 años,2020,5376,2130,3246
Chihuahua,85 a 89 años,1990,5634,2508,3126
Chihuahua,85 a 89 años,1995,7069,3174,3895
Chihuahua,85 a 89 años,2000,12813,5889,6924
Chihuahua,85 a 89 años,2005,17235,7908,9327
Chihuahua,85 a 89 años,2010,20704,9435,11269
Chihuahua,85 a 89 años,2020,15250,6585,8665
Chihuahua,80 a 84 años,1990,11485,5410,6075
Chihuahua,80 a 84 años,1995,12527,5836,6691
Chihuahua,80 a 84 años,2000,24488,11965,12523
Chihuahua,80 a 84 años,2005,29983,14348,15635
Chihuahua,80 a 84 años,2010,34386,16544,17842
Chihuahua,80 a 84 años,2020,31387,14273,17114
Chihuahua,75 a 79 años,1990,18040,8752,9288
Chihuahua,75 a 79 años,1995,19503,9418,10085
Chihuahua,75 a 79 años,2000,37728,18255,19473
Chihuahua,75 a 79 años,2005,45078,21842,23236
Chihuahua,75 a 79 años,2010,54419,26273,28146
Chihuahua,75 a 79 años,2020,50265,23473,26792
Chihuahua,70 a 74 años,1990,24255,11765,12490
Chihuahua,70 a 74 años,1995,32628,16266,16362
Chihuahua,70 a 74 años,2000,51719,25177,26542
Chihuahua,70 a 74 años,2005,62659,30067,32592
Chihuahua,70 a 74 años,2010,68809,32811,35998
Chihuahua,70 a 74 años,2020,74018,34187,39831
Chihuahua,65 a 69 años,1990,36349,18043,18306
Chihuahua,65 a 69 años,1995,45828,22185,23643
Chihuahua,65 a 69 años,2000,71437,34821,36616
Chihuahua,65 a 69 años,2005,80050,38234,41816
Chihuahua,65 a 69 años,2010,89542,42534,47008
Chihuahua,65 a 69 años,2020,100944,47253,53691
Chihuahua,60 a 64 años,1990,51221,25053,26168
Chihuahua,60 a 64 años,1995,63150,31027,32123
Chihuahua,60 a 64 años,2000,81615,39566,42049
Chihuahua,60 a 64 años,2005,92987,44511,48476
Chihuahua,60 a 64 años,2010,108607,52311,56296
Chihuahua,60 a 64 años,2020,140861,66530,74331
Chihuahua,55 a 59 años,1990,60363,29981,30382
Chihuahua,55 a 59 años,1995,74656,36676,37980
Chihuahua,55 a 59 años,2000,103012,50052,52960
Chihuahua,55 a 59 años,2005,119550,57774,61776
Chihuahua,55 a 59 años,2010,149069,71988,77081
Chihuahua,55 a 59 años,2020,173639,84028,89611
Chihuahua,50 a 54 años,1990,79277,39300,39977
Chihuahua,50 a 54 años,1995,93325,45975,47350
Chihuahua,50 a 54 años,2000,121932,58943,62989
Chihuahua,50 a 54 años,2005,153968,74445,79523
Chihuahua,50 a 54 años,2010,183153,89363,93790
Chihuahua,50 a 54 años,2020,219930,107604,112326
Chihuahua,5 a 9 años,1990,285488,144750,140738
Chihuahua,5 a 9 años,1995,320170,162991,157179
Chihuahua,5 a 9 años,2000,334521,169900,164621
Chihuahua,5 a 9 años,2005,320384,162947,157437
Chihuahua,5 a 9 años,2010,322676,163607,159069
Chihuahua,5 a 9 años,2020,317322,161182,156140
Chihuahua,45 a 49 años,1990,94003,46202,47801
Chihuahua,45 a 49 años,1995,110031,53545,56486
Chihuahua,45 a 49 años,2000,162697,79276,83421
Chihuahua,45 a 49 años,2005,193322,94501,98821
Chihuahua,45 a 49 años,2010,222756,109944,112812
Chihuahua,45 a 49 años,2020,248522,123238,125284
Chihuahua,40 a 44 años,1990,106890,52131,54759
Chihuahua,40 a 44 años,1995,134678,66021,68657
Chihuahua,40 a 44 años,2000,207365,101506,105859
Chihuahua,40 a 44 años,2005,233533,114930,118603
Chihuahua,40 a 44 años,2010,259968,128448,131520
Chihuahua,40 a 44 años,2020,251983,124354,127629
Chihuahua,35 a 39 años,1990,134488,65467,69021
Chihuahua,35 a 39 años,1995,181098,88099,92999
Chihuahua,35 a 39 años,2000,242428,119203,123225
Chihuahua,35 a 39 años,2005,257676,127117,130559
Chihuahua,35 a 39 años,2010,251304,124137,127167
Chihuahua,35 a 39 años,2020,263669,130612,133057
Chihuahua,30 a 34 años,1990,167343,80883,86460
Chihuahua,30 a 34 años,1995,216249,106152,110097
Chihuahua,30 a 34 años,2000,272404,134363,138041
Chihuahua,30 a 34 años,2005,250016,123385,126631
Chihuahua,30 a 34 años,2010,255036,126385,128651
Chihuahua,30 a 34 años,2020,275644,135649,139995
Chihuahua,25 a 29 años,1990,205168,99585,105583
Chihuahua,25 a 29 años,1995,254432,125406,129026
Chihuahua,25 a 29 años,2000,280013,139615,140398
Chihuahua,25 a 29 años,2005,267506,133526,133980
Chihuahua,25 a 29 años,2010,285872,142953,142919
Chihuahua,25 a 29 años,2020,298299,147844,150455
Chihuahua,20 a 24 años,1990,254240,125338,128902
Chihuahua,20 a 24 años,1995,299966,148984,150982
Chihuahua,20 a 24 años,2000,290939,147754,143185
Chihuahua,20 a 24 años,2005,300186,151797,148389
Chihuahua,20 a 24 años,2010,322034,162488,159546
Chihuahua,20 a 24 años,2020,314067,157281,156786
Chihuahua,15 a 19 años,1990,299267,150558,148709
Chihuahua,15 a 19 años,1995,291853,146786,145067
Chihuahua,15 a 19 años,2000,306679,155835,150844
Chihuahua,15 a 19 años,2005,322642,163733,158909
Chihuahua,15 a 19 años,2010,324661,164749,159912
Chihuahua,15 a 19 años,2020,326333,165942,160391
Chihuahua,100 años y más,1990,318,121,197
Chihuahua,100 años y más,1995,218,90,128
Chihuahua,100 años y más,2000,1242,531,711
Chihuahua,100 años y más,2005,1078,400,678
Chihuahua,100 años y más,2010,1101,428,673
Chihuahua,100 años y más,2020,243,88,155
Chihuahua,10 a 14 años,1990,282115,142712,139403
Chihuahua,10 a 14 años,1995,293173,149003,144170
Chihuahua,10 a 14 años,2000,341921,173436,168485
Chihuahua,10 a 14 años,2005,324350,164698,159652
Chihuahua,10 a 14 años,2010,335064,170477,164587
Chihuahua,10 a 14 años,2020,333715,169615,164100
Chihuahua,0 a 4 años,1990,291158,147694,143464
Chihuahua,0 a 4 años,1995,330996,168403,162593
Chihuahua,0 a 4 años,2000,3052907,1519972,1532935
Chihuahua,0 a 4 años,2005,3241444,1610275,1631169
Chihuahua,0 a 4 años,2010,3406465,1692545,1713920
Chihuahua,0 a 4 años,2020,291286,147610,143676
Ciudad de México,No especificado,1990,28914,13421,15493
Ciudad de México,No especificado,1995,18650,8787,9863
Ciudad de México,No especificado,2000,1163,413,750
Ciudad de México,No especificado,2005,952,254,698
Ciudad de México,No especificado,2010,1089,321,768
Ciudad de México,No especificado,2020,9626,4783,4843
Ciudad de México,95 a 99 años,1990,3060,870,2190
Ciudad de México,95 a 99 años,1995,4126,1269,2857
Ciudad de México,95 a 99 años,2000,12237,3971,8266
Ciudad de México,95 a 99 años,2005,14084,4564,9520
Ciudad de México,95 a 99 años,2010,17225,5529,11696
Ciudad de México,95 a 99 años,2020,9066,2725,6341
Ciudad de México,90 a 94 años,1990,9038,2745,6293
Ciudad de México,90 a 94 años,1995,10508,3492,7016
Ciudad de México,90 a 94 años,2000,30845,10712,20133
Ciudad de México,90 a 94 años,2005,35912,12752,23160
Ciudad de México,90 a 94 años,2010,47170,17062,30108
Ciudad de México,90 a 94 años,2020,28780,9308,19472
Ciudad de México,85 a 89 años,1990,25300,8537,16763
Ciudad de México,85 a 89 años,1995,26414,9414,17000
Ciudad de México,85 a 89 años,2000,51638,19383,32255
Ciudad de México,85 a 89 años,2005,72725,27752,44973
Ciudad de México,85 a 89 años,2010,85121,32012,53109
Ciudad de México,85 a 89 años,2020,66316,24278,42038
Ciudad de México,80 a 84 años,1990,44999,16597,28402
Ciudad de México,80 a 84 años,1995,46687,17256,29431
Ciudad de México,80 a 84 años,2000,92943,38025,54918
Ciudad de México,80 a 84 años,2005,110512,44280,66232
Ciudad de México,80 a 84 años,2010,124499,50795,73704
Ciudad de México,80 a 84 años,2020,117480,46094,71386
Ciudad de México,75 a 79 años,1990,70158,27810,42348
Ciudad de México,75 a 79 años,1995,71291,29171,42120
Ciudad de México,75 a 79 años,2000,134345,55057,79288
Ciudad de México,75 a 79 años,2005,164150,67932,96218
Ciudad de México,75 a 79 años,2010,179329,75227,104102
Ciudad de México,75 a 79 años,2020,175215,74210,101005
Ciudad de México,70 a 74 años,1990,95658,39526,56132
Ciudad de México,70 a 74 años,1995,119920,50741,69179
Ciudad de México,70 a 74 años,2000,175174,73983,101191
Ciudad de México,70 a 74 años,2005,192699,83931,108768
Ciudad de México,70 a 74 años,2010,227625,99910,127715
Ciudad de México,70 a 74 años,2020,267744,115130,152614
Ciudad de México,65 a 69 años,1990,145729,62266,83463
Ciudad de México,65 a 69 años,1995,158713,66784,91929
Ciudad de México,65 a 69 años,2000,227283,99194,128089
Ciudad de México,65 a 69 años,2005,263228,117398,145830
Ciudad de México,65 a 69 años,2010,315793,141010,174783
Ciudad de México,65 a 69 años,2020,356196,157245,198951
Ciudad de México,60 a 64 años,1990,192053,82016,110037
Ciudad de México,60 a 64 años,1995,212782,92245,120537
Ciudad de México,60 a 64 años,2000,269845,122660,147185
Ciudad de México,60 a 64 años,2005,329553,150909,178644
Ciudad de México,60 a 64 años,2010,392186,179065,213121
Ciudad de México,60 a 64 años,2020,469514,209065,260449
Ciudad de México,55 a 59 años,1990,223519,99161,124358
Ciudad de México,55 a 59 años,1995,235829,106781,129048
Ciudad de México,55 a 59 años,2000,373595,171939,201656
Ciudad de México,55 a 59 años,2005,441077,202356,238721
Ciudad de México,55 a 59 años,2010,506310,230325,275985
Ciudad de México,55 a 59 años,2020,526447,239651,286796
Ciudad de México,50 a 54 años,1990,274523,124635,149888
Ciudad de México,50 a 54 años,1995,325253,151341,173912
Ciudad de México,50 a 54 años,2000,441804,203214,238590
Ciudad de México,50 a 54 años,2005,515878,237757,278121
Ciudad de México,50 a 54 años,2010,555481,256078,299403
Ciudad de México,50 a 54 años,2020,623483,286394,337089
Ciudad de México,5 a 9 años,1990,837642,423802,413840
Ciudad de México,5 a 9 años,1995,785466,399659,385807
Ciudad de México,5 a 9 años,2000,737934,375222,362712
Ciudad de México,5 a 9 años,2005,664092,338207,325885
Ciudad de México,5 a 9 años,2010,618245,314701,303544
Ciudad de México,5 a 9 años,2020,563907,286280,277627
Ciudad de México,45 a 49 años,1990,338444,158036,180408
Ciudad de México,45 a 49 años,1995,402093,188011,214082
Ciudad de México,45 a 49 años,2000,556565,258920,297645
Ciudad de México,45 a 49 años,2005,596540,278656,317884
Ciudad de México,45 a 49 años,2010,629563,295151,334412
Ciudad de México,45 a 49 años,2020,668945,313846,355099
Ciudad de México,40 a 44 años,1990,417720,196228,221492
Ciudad de México,40 a 44 años,1995,499935,236398,263537
Ciudad de México,40 a 44 años,2000,655973,307235,348738
Ciudad de México,40 a 44 años,2005,678990,319519,359471
Ciudad de México,40 a 44 años,2010,722214,341865,380349
Ciudad de México,40 a 44 años,2020,670307,317312,352995
Ciudad de México,35 a 39 años,1990,544706,255606,289100
Ciudad de México,35 a 39 años,1995,643428,303002,340426
Ciudad de México,35 a 39 años,2000,731452,346860,384592
Ciudad de México,35 a 39 años,2005,755600,359952,395648
Ciudad de México,35 a 39 años,2010,702642,335988,366654
